category,run_id,algorithm,seed,training_filter,checkpoint_label,checkpoint_transitions,evaluation_filter,subset,episodes,successes,mean_hold_final,mean_hold_longest,hold_2s_count,top_reached_count,mean_first_hold_start,mean_return,exceeds_024_episodes,exceeds_024_resolved_episodes,position_limit_events,refusals,interventions,accepted_decisions,intervention_fraction,intervention_abs_sum,intervention_abs_max,max_abs_position_interval,source,source_sha256,verification,stage,variant,mean_duration,boundary_failure_rate,max_abs_velocity,max_abs_applied_acceleration,max_abs_requested_acceleration,boundary_episodes,physical_position_excess_resolved,physical_velocity_excess_resolved,physical_acceleration_excess_resolved,mean_requested_mean,mean_requested_rms,mean_applied_mean,mean_applied_rms,mean_requested_applied_abs_mean,mean_requested_near_saturation_fraction,mean_applied_near_saturation_fraction
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,off,validation,20,0,0.0,0.0,0,0,,-4.635774644507942,20,20,20,0,0,0,,0.0,0.0,0.2500000000000001,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_off/report.json,5236e703f0b78f6f2fcbb70ceb810c9705cb1568f53ab39cb86ac987d77e95ae,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.3581615658694653,1.0,1.4627819145660288,4.0,4.0,20,0,0,0,3.98638955090028,3.9869045414301048,3.98638955090028,3.9869045414301048,0.0,0.9768353880195985,0.9768353880195985
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,off,named,3,0,0.0,0.0,0,0,,-4.6603148816437105,3,3,3,0,0,0,,0.0,0.0,0.25000000000000006,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_off/report.json,5236e703f0b78f6f2fcbb70ceb810c9705cb1568f53ab39cb86ac987d77e95ae,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.3535641919515116,1.0,1.412314302937062,4.0,4.0,3,0,0,0,3.990051406401175,3.9902770245628774,3.990051406401175,3.9902770245628774,0.0,0.9722222222222222,0.9722222222222222
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,off,all,23,0,0.0,0.0,0,0,,-4.638975545003912,23,23,23,0,0,0,,0.0,0.0,0.2500000000000001,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_off/report.json,5236e703f0b78f6f2fcbb70ceb810c9705cb1568f53ab39cb86ac987d77e95ae,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.3575619084019061,1.0,1.4627819145660288,4.0,4.0,23,0,0,0,3.9868671842264836,3.9873444305343795,3.9868671842264836,3.9873444305343795,0.0,0.9762336707416799,0.9762336707416799
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,on,validation,20,0,0.0,0.0,0,20,,98.67903361480985,0,0,0,0,7522,20000,0.3761,44264.337023785556,7.999999999707863,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_on/report.json,d09370824bd81d62d96069010f99609c47a9dd3f9cfa2ce99add959d08e8b647,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3852896797105096,4.0,4.0,0,0,0,0,0.0428101448059082,3.74809761621592,0.011907871471301854,3.7163124207142397,2.213216851189278,0.78715,0.78105
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,on,named,3,0,0.0,0.0,0,3,,99.6216024356468,0,0,0,0,943,3000,0.31433333333333335,5291.326231850737,7.999999999699609,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_on/report.json,d09370824bd81d62d96069010f99609c47a9dd3f9cfa2ce99add959d08e8b647,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3801621514006885,4.0,4.0,0,0,0,0,-0.03138391621907552,3.7571354881976124,-0.0007783642560202419,3.7313171038178807,1.7637754106169121,0.7906666666666666,0.783
external,evaluate_train_ddpg_on_warmup5000_seed0,DDPG,0,on,last,100000,on,all,23,0,0.0,0.0,0,23,,98.80197737404944,0,0,0,0,8465,23000,0.3680434782608696,49555.66325563629,7.999999999707863,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed0/last_on/report.json,d09370824bd81d62d96069010f99609c47a9dd3f9cfa2ce99add959d08e8b647,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3852896797105096,4.0,4.0,0,0,0,0,0.03313265858525815,3.7492764690830978,0.01025314507208593,3.7182695532929757,2.154594054592882,0.7876086956521738,0.7813043478260869
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,off,validation,20,0,0.0,0.0,0,0,,-4.620072440860019,20,20,20,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_off/report.json,fd248cddae3fc6feeeb6b4b053681104364cf9c4261530f728212484df5d613b,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.37112647659691705,1.0,1.3304104694028704,4.0,4.0,20,0,0,0,-2.7892932739357117,3.818290604532696,-2.7892932739357117,3.818290604532696,0.0,0.8500495891457656,0.8500495891457656
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,off,named,3,0,0.0,0.0,0,0,,-4.638551832300998,3,3,3,0,0,0,,0.0,0.0,0.25,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_off/report.json,fd248cddae3fc6feeeb6b4b053681104364cf9c4261530f728212484df5d613b,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.35755852307139674,1.0,1.3203645181655876,4.0,4.0,3,0,0,0,-3.5080752836333375,3.8510388256167523,-3.5080752836333375,3.8510388256167523,0.0,0.8611111111111112,0.8611111111111112
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,off,all,23,0,0.0,0.0,0,0,,-4.6224827962653645,23,23,23,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_off/report.json,fd248cddae3fc6feeeb6b4b053681104364cf9c4261530f728212484df5d613b,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.36935674352837095,1.0,1.3304104694028704,4.0,4.0,23,0,0,0,-2.883047449113663,3.822562111630616,-2.883047449113663,3.822562111630616,0.0,0.8514923963586366,0.8514923963586366
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,on,validation,20,20,7.164,7.164,20,20,2.836,658.4153982325412,0,0,0,0,360,20000,0.018,1506.4748995095206,7.999999973993706,0.23999899999999977,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_on/report.json,97ab00f231d30f9ff1301f8bf560313aaab5a76c4ff1dc3410d239f9e3d0565b,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3134669663990732,4.0,4.0,0,0,0,0,-0.007310740923881532,1.5824580854562866,-0.00045357928022916807,1.58481944815925,0.07532374497547603,0.1281,0.13035000000000002
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,on,named,3,3,7.363333333333333,7.363333333333333,3,3,2.6366666666666667,666.4131687272446,0,0,0,0,43,3000,0.014333333333333333,143.701208468348,7.9999995227458225,0.23999899998901975,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_on/report.json,97ab00f231d30f9ff1301f8bf560313aaab5a76c4ff1dc3410d239f9e3d0565b,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,0.9792142027428355,4.0,4.0,0,0,0,0,-0.04841125535964966,1.5239533479576852,-0.0005108525368669904,1.5299263281630509,0.04790040282278266,0.12066666666666666,0.123
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,best,90000,on,all,23,23,7.19,7.19,23,23,2.8099999999999996,659.4585856883721,0,0,0,0,403,23000,0.017521739130434782,1650.1761079778687,7.999999973993706,0.23999899999999977,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/best_on/report.json,97ab00f231d30f9ff1301f8bf560313aaab5a76c4ff1dc3410d239f9e3d0565b,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3134669663990732,4.0,4.0,0,0,0,0,-0.012671677589416506,1.5748270327390776,-0.0004610497050080144,1.5776594759858327,0.0717467873033856,0.1271304347826087,0.12939130434782609
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,off,validation,20,0,0.0,0.0,0,0,,-4.592537541327257,20,20,20,0,0,0,,0.0,0.0,0.2500000000000002,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_off/report.json,3d6427b2eb7097fe2f1305366434eb7d6a76264a0303a39d40a4eca53bbf9501,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.36046492596319013,1.0,1.2174169179441434,4.0,4.0,20,0,0,0,-2.764202935327749,3.8805672975916687,-2.764202935327749,3.8805672975916687,0.0,0.8887417912417913,0.8887417912417913
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,off,named,3,0,0.0,0.0,0,0,,-4.5573770226169446,3,3,3,0,0,0,,0.0,0.0,0.2500000000000001,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_off/report.json,3d6427b2eb7097fe2f1305366434eb7d6a76264a0303a39d40a4eca53bbf9501,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.36307539813968565,1.0,1.207962105274201,4.0,4.0,3,0,0,0,-2.6257884974952215,3.911185826632801,-2.6257884974952215,3.911185826632801,0.0,0.9099099099099099,0.9099099099099099
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,off,all,23,0,0.0,0.0,0,0,,-4.587951386712868,23,23,23,0,0,0,,0.0,0.0,0.2500000000000002,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_off/report.json,3d6427b2eb7097fe2f1305366434eb7d6a76264a0303a39d40a4eca53bbf9501,raw_log_recomputed,stage1,ddpg_on_warmup5000,0.36080542233403734,1.0,1.2174169179441434,4.0,4.0,23,0,0,0,-2.7461488782191585,3.8845610187709467,-2.7461488782191585,3.8845610187709467,0.0,0.8915028501985024,0.8915028501985024
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,on,validation,20,0,0.0,0.0,0,20,,179.442416129253,0,0,0,0,2542,20000,0.1271,9801.502660664357,7.99999999956475,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_on/report.json,9737d6092b7037fa3e2bbf929eb93bffd684673ccf515ded70187c30b31af7d3,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3741058043987058,4.0,4.0,0,0,0,0,0.33709336659908296,3.653232659803249,-0.04154391880740407,3.719521116718096,0.4900751330332179,0.7417499999999999,0.79395
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,on,named,3,0,0.0,0.0,0,3,,176.77169134266887,0,0,0,0,410,3000,0.13666666666666666,1665.2557021585544,7.9999985690643864,0.23999899999999985,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_on/report.json,9737d6092b7037fa3e2bbf929eb93bffd684673ccf515ded70187c30b31af7d3,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3743116048226773,4.0,4.0,0,0,0,0,0.3647925156752268,3.6316440814248074,-0.00050456879250756,3.7024450541258234,0.5550852340528515,0.7316666666666666,0.7893333333333334
external,evaluate_train_ddpg_on_warmup5000_seed1,DDPG,1,on,last,100000,on,all,23,0,0.0,0.0,0,23,,179.09406072230723,0,0,0,0,2952,23000,0.12834782608695652,11466.758362822911,7.99999999956475,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed1/last_on/report.json,9737d6092b7037fa3e2bbf929eb93bffd684673ccf515ded70187c30b31af7d3,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.3743116048226773,4.0,4.0,0,0,0,0,0.3407062990872756,3.6504167582756266,-0.03619096010980888,3.71729380420606,0.49855471142708313,0.7404347826086957,0.7933478260869565
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,off,validation,20,0,0.0,0.0,0,0,,-2.1544115643406148,20,20,20,0,0,0,,0.0,0.0,0.25000000000000044,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_off/report.json,ea8d3c860c3fd8309adae9b9795481954edca0e2c4f3e78076eed5b4a0693659,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1162188734183467,1.0,1.2052158721586206,4.0,4.0,20,0,0,0,-0.5937060459638915,3.4638311368499983,-0.5937060459638915,3.4638311368499983,0.0,0.619763218465745,0.619763218465745
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,off,named,3,0,0.0,0.0,0,0,,-2.2033654874629995,3,3,3,0,0,0,,0.0,0.0,0.25000000000000006,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_off/report.json,ea8d3c860c3fd8309adae9b9795481954edca0e2c4f3e78076eed5b4a0693659,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1022455944614074,1.0,1.1863009190559592,4.0,4.0,3,0,0,0,-0.639002669518221,3.4484520974524746,-0.639002669518221,3.4484520974524746,0.0,0.6234780234780235,0.6234780234780235
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,off,all,23,0,0.0,0.0,0,0,,-2.160796858660926,23,23,23,0,0,0,,0.0,0.0,0.25000000000000044,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_off/report.json,ea8d3c860c3fd8309adae9b9795481954edca0e2c4f3e78076eed5b4a0693659,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1143962718152676,1.0,1.2052158721586206,4.0,4.0,23,0,0,0,-0.5996143012101084,3.4618251751894524,-0.5996143012101084,3.4618251751894524,0.0,0.6202477582499553,0.6202477582499553
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,on,validation,20,20,6.9510000000000005,6.9510000000000005,20,20,3.0490000000000004,742.2235589071103,0,0,0,0,807,20000,0.04035,2335.188622522104,7.999999998984927,0.23999899999999982,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_on/report.json,d4dafd0cc8870ff834cd37edc4aced33252dba279fd0ed72d361946c2cb41541,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1285871065493283,4.0,4.0,0,0,0,0,-0.1167234156370163,1.683803829136414,3.601548908890542e-05,1.7139551556643724,0.1167594311261052,0.1213,0.1308
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,on,named,3,3,6.863333333333333,6.863333333333333,3,3,3.1366666666666667,739.9360114113489,0,0,0,0,121,3000,0.04033333333333333,368.18218259088405,7.999999998981361,0.23999899999999297,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_on/report.json,d4dafd0cc8870ff834cd37edc4aced33252dba279fd0ed72d361946c2cb41541,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1236591196060364,4.0,4.0,0,0,0,0,-0.12267278059323627,1.6688295401083846,5.4613603725064767e-05,1.7020139954595237,0.12272739419696137,0.11866666666666666,0.129
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,best,100000,on,all,23,23,6.939565217391305,6.939565217391305,23,23,3.0604347826086955,741.9251831467935,0,0,0,0,928,23000,0.04034782608695652,2703.370805112988,7.999999998984927,0.23999899999999982,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/best_on/report.json,d4dafd0cc8870ff834cd37edc4aced33252dba279fd0ed72d361946c2cb41541,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1285871065493283,4.0,4.0,0,0,0,0,-0.11749941976174065,1.681850661002323,3.8441330128404465e-05,1.7123976130289573,0.11753786109186903,0.12095652173913043,0.13056521739130436
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,off,validation,20,0,0.0,0.0,0,0,,-2.1544115643406148,20,20,20,0,0,0,,0.0,0.0,0.25000000000000044,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_off/report.json,f92b03a53da06b5410c6a8ae2b714211ca839d308c4189ec93395b1ac99d448b,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1162188734183467,1.0,1.2052158721586206,4.0,4.0,20,0,0,0,-0.5937060459638915,3.4638311368499983,-0.5937060459638915,3.4638311368499983,0.0,0.619763218465745,0.619763218465745
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,off,named,3,0,0.0,0.0,0,0,,-2.2033654874629995,3,3,3,0,0,0,,0.0,0.0,0.25000000000000006,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_off/report.json,f92b03a53da06b5410c6a8ae2b714211ca839d308c4189ec93395b1ac99d448b,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1022455944614074,1.0,1.1863009190559592,4.0,4.0,3,0,0,0,-0.639002669518221,3.4484520974524746,-0.639002669518221,3.4484520974524746,0.0,0.6234780234780235,0.6234780234780235
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,off,all,23,0,0.0,0.0,0,0,,-2.160796858660926,23,23,23,0,0,0,,0.0,0.0,0.25000000000000044,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_off/report.json,f92b03a53da06b5410c6a8ae2b714211ca839d308c4189ec93395b1ac99d448b,raw_log_recomputed,stage1,ddpg_on_warmup5000,1.1143962718152676,1.0,1.2052158721586206,4.0,4.0,23,0,0,0,-0.5996143012101084,3.4618251751894524,-0.5996143012101084,3.4618251751894524,0.0,0.6202477582499553,0.6202477582499553
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,on,validation,20,20,6.9510000000000005,6.9510000000000005,20,20,3.0490000000000004,742.2235589071103,0,0,0,0,807,20000,0.04035,2335.188622522104,7.999999998984927,0.23999899999999982,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_on/report.json,26592fd76962c0a7e19938f1fa6fc760ff5b9bf0f862b476919290f4a66aaf3d,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1285871065493283,4.0,4.0,0,0,0,0,-0.1167234156370163,1.683803829136414,3.601548908890542e-05,1.7139551556643724,0.1167594311261052,0.1213,0.1308
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,on,named,3,3,6.863333333333333,6.863333333333333,3,3,3.1366666666666667,739.9360114113489,0,0,0,0,121,3000,0.04033333333333333,368.18218259088405,7.999999998981361,0.23999899999999297,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_on/report.json,26592fd76962c0a7e19938f1fa6fc760ff5b9bf0f862b476919290f4a66aaf3d,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1236591196060364,4.0,4.0,0,0,0,0,-0.12267278059323627,1.6688295401083846,5.4613603725064767e-05,1.7020139954595237,0.12272739419696137,0.11866666666666666,0.129
external,evaluate_train_ddpg_on_warmup5000_seed2,DDPG,2,on,last,100000,on,all,23,23,6.939565217391305,6.939565217391305,23,23,3.0604347826086955,741.9251831467935,0,0,0,0,928,23000,0.04034782608695652,2703.370805112988,7.999999998984927,0.23999899999999982,main-session/queue/jobs/evaluate_train_ddpg_on_warmup5000_seed2/last_on/report.json,26592fd76962c0a7e19938f1fa6fc760ff5b9bf0f862b476919290f4a66aaf3d,raw_log_recomputed,stage1,ddpg_on_warmup5000,10.0,0.0,1.1285871065493283,4.0,4.0,0,0,0,0,-0.11749941976174065,1.681850661002323,3.8441330128404465e-05,1.7123976130289573,0.11753786109186903,0.12095652173913043,0.13056521739130436
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,off,validation,20,0,0.0,0.0,0,0,,-4.6361497802281635,20,20,20,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_off/report.json,b308eaa86f796354a462da26844aa66e988a877c04addf2eb151e817a924f74f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.35814330994921517,1.0,1.469672451944999,4.0,4.0,20,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,off,named,3,0,0.0,0.0,0,0,,-4.6605277636979325,3,3,3,0,0,0,,0.0,0.0,0.25000000000000006,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_off/report.json,b308eaa86f796354a462da26844aa66e988a877c04addf2eb151e817a924f74f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.35355339059327395,1.0,1.4142135623731007,4.0,4.0,3,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,off,all,23,0,0.0,0.0,0,0,,-4.639329517202481,23,23,23,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_off/report.json,b308eaa86f796354a462da26844aa66e988a877c04addf2eb151e817a924f74f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.3575446248158315,1.0,1.469672451944999,4.0,4.0,23,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,on,validation,20,0,0.0,0.0,0,0,,26.474479077175438,0,0,0,0,14507,20000,0.72535,75806.90560593619,7.999999999597727,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_on/report.json,849ffd43a26f78b367cbd9c3ad9016197ef92454a25beead0bb251183ce882d1,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,1.0145481660350326,4.0,4.0,0,0,0,0,3.7901817644357676,3.827752362056792,-0.00016351586104171027,3.3744889185941416,3.7903452802968096,0.8225,0.5872499999999999
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,on,named,3,0,0.0,0.0,0,0,,25.782487224664013,0,0,0,0,2169,3000,0.723,11334.479904241785,7.999999999574511,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_on/report.json,849ffd43a26f78b367cbd9c3ad9016197ef92454a25beead0bb251183ce882d1,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,0.9599999999999987,4.0,4.0,0,0,0,0,3.7783944993019105,3.8180064146321784,0.00023453122131514967,3.357510474642582,3.7781599680805953,0.8143333333333334,0.5816666666666667
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,best,100000,on,all,23,0,0.0,0.0,0,0,,26.38421927032612,0,0,0,0,16676,23000,0.7250434782608696,87141.38551017798,7.999999999597727,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/best_on/report.json,849ffd43a26f78b367cbd9c3ad9016197ef92454a25beead0bb251183ce882d1,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,1.0145481660350326,4.0,4.0,0,0,0,0,3.788644295070482,3.8264811515231467,-0.00011159667638646768,3.3722743389482868,3.788755891746869,0.8214347826086957,0.5865217391304347
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,off,validation,20,0,0.0,0.0,0,0,,-4.6361497802281635,20,20,20,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_off/report.json,0b4f9f5411189b8bda8b123fe6127e087f7379063f3357165dea6f937b84773f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.35814330994921517,1.0,1.469672451944999,4.0,4.0,20,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,off,named,3,0,0.0,0.0,0,0,,-4.6605277636979325,3,3,3,0,0,0,,0.0,0.0,0.25000000000000006,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_off/report.json,0b4f9f5411189b8bda8b123fe6127e087f7379063f3357165dea6f937b84773f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.35355339059327395,1.0,1.4142135623731007,4.0,4.0,3,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,off,all,23,0,0.0,0.0,0,0,,-4.639329517202481,23,23,23,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_off/report.json,0b4f9f5411189b8bda8b123fe6127e087f7379063f3357165dea6f937b84773f,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.3575446248158315,1.0,1.469672451944999,4.0,4.0,23,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,on,validation,20,0,0.0,0.0,0,0,,26.474479077175438,0,0,0,0,14507,20000,0.72535,75806.90560593619,7.999999999597727,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_on/report.json,3164774f6949d53f1e751f14c49723aaee0c5b6061899be364916b5cdf965a9b,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,1.0145481660350326,4.0,4.0,0,0,0,0,3.7901817644357676,3.827752362056792,-0.00016351586104171027,3.3744889185941416,3.7903452802968096,0.8225,0.5872499999999999
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,on,named,3,0,0.0,0.0,0,0,,25.782487224664013,0,0,0,0,2169,3000,0.723,11334.479904241785,7.999999999574511,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_on/report.json,3164774f6949d53f1e751f14c49723aaee0c5b6061899be364916b5cdf965a9b,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,0.9599999999999987,4.0,4.0,0,0,0,0,3.7783944993019105,3.8180064146321784,0.00023453122131514967,3.357510474642582,3.7781599680805953,0.8143333333333334,0.5816666666666667
external,evaluate_train_ddpg_on_lr1e4_seed0,DDPG,0,on,last,100000,on,all,23,0,0.0,0.0,0,0,,26.38421927032612,0,0,0,0,16676,23000,0.7250434782608696,87141.38551017798,7.999999999597727,0.239999,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed0/last_on/report.json,3164774f6949d53f1e751f14c49723aaee0c5b6061899be364916b5cdf965a9b,raw_log_recomputed,stage1,ddpg_on_lr1e4,10.0,0.0,1.0145481660350326,4.0,4.0,0,0,0,0,3.788644295070482,3.8264811515231467,-0.00011159667638646768,3.3722743389482868,3.788755891746869,0.8214347826086957,0.5865217391304347
external,evaluate_train_ddpg_on_lr1e4_seed1,DDPG,1,on,best,100000,off,validation,20,0,0.0,0.0,0,0,,-4.6361497802281635,20,20,20,0,0,0,,0.0,0.0,0.25000000000000017,main-session/queue/jobs/evaluate_train_ddpg_on_lr1e4_seed1/best_off/report.json,1dcf82e03dfd3c20dcab8c7ecfbef8e4070892094fb174a1715d491fff3ad3f9,raw_log_recomputed,stage1,ddpg_on_lr1e4,0.35814330994921517,1.0,1.469672451944999,4.0,4.0,20,0,0,0,4.0,4.0,4.0,4.0,0.0,1.0,1.0
